species,family,genus,order,primary_habit,secondary_habit,n_records,n_coords,mean_lat,mean_lon
Lobelia trullifolia subsp. trullifolia,Campanulaceae,Lobelia,Asterales,herb,NA,4,4,-7.7583325,35.837525
Lopholaena trianthema,Asteraceae,Lopholaena,Asterales,shrub,NA,4,4,-7.9249975,34.790825
Lotus goetzei,Fabaceae,Lotus,Fabales,herb,NA,4,4,-7.5374975,34.9417
Ludwigia stenorraphe subsp. stenorraphe,Onagraceae,Ludwigia,Myrtales,shrub,NA,4,4,-5.691665,32.670825
Lumnitzera racemosa,Combretaceae,Lumnitzera,Myrtales,tree,shrub,4,4,-7.208095,39.528099999999995
Lycium shawii,Solanaceae,Lycium,Solanales,shrub,NA,4,4,-6.0712475,35.1534
Lygodium microphyllum,Schizaeaceae,Lygodium,Schizaeales,liana,NA,4,4,-4.22708,33.8821
Macrotyloma axillare,Fabaceae,Macrotyloma,Fabales,liana,climber,4,4,-7.20117,36.2425
Macrotyloma axillare var. axillare,Fabaceae,Macrotyloma,Fabales,liana,climber,4,4,-5.89319,34.995625000000004
Macrotyloma uniflorum,Fabaceae,Macrotyloma,Fabales,herb,herb,4,4,-5.7508325,35.083325
Maerua friesii,Capparaceae,Maerua,Brassicales,tree,NA,4,4,-5.2916625,30.4617
Maerua triphylla var. triphylla,Capparaceae,Maerua,Brassicales,shrub,NA,4,4,-4.931035,36.866525
Maesopsis eminii subsp. eminii,Rhamnaceae,Maesopsis,Rosales,tree,NA,4,4,-2.8581225,30.609450000000002
Mansonia diatomanthera,Malvaceae,Mansonia,Malvales,tree,NA,4,4,-5.7587475,37.907575
Maranthes goetzeniana,Chrysobalanaceae,Maranthes,Malpighiales,tree,NA,4,4,-5.3725,38.358325
Margelliantha clavata,Orchidaceae,Margelliantha,Asparagales,epiphyte,NA,4,4,-4.7924999999999995,38.440825
Megalochlamys revoluta subsp. nyanzae,Acanthaceae,Megalochlamys,Lamiales,shrub,NA,4,4,-4.73639,36.5673
Meineckia capillipes,Phyllanthaceae,Meineckia,Malpighiales,NA,NA,4,4,-5.035,38.5625
Meineckia grandiflora,Phyllanthaceae,Meineckia,Malpighiales,shrub,NA,4,4,-9.43,37.9475
Memecylon flavovirens,Melastomataceae,Memecylon,Myrtales,tree,NA,4,4,-8.2933975,31.4927
Merremia pinnata,Convolvulaceae,Merremia,Solanales,herb,climber,4,4,-6.78479,34.323275
Micrargeria filiformis,Orobanchaceae,Micrargeria,Lamiales,herb,NA,4,4,-6.615482500000001,35.1981
Microcoelia globulosa,Orchidaceae,Microcoelia,Asparagales,epiphyte,NA,4,4,-8.491665,37.583325
Microcoelia megalorrhiza,Orchidaceae,Microcoelia,Asparagales,epiphyte,NA,4,4,-5.1125,38.49
Microcoelia stolzii,Orchidaceae,Microcoelia,Asparagales,epiphyte,NA,4,4,-9.0291625,35.158325
Microgramma lycopodioides,Polypodiaceae,Microgramma,Polypodiales,epiphyte,NA,4,4,-6.72499,38.776675
Microlepia speluncae,Dennstaedtiaceae,Microlepia,Polypodiales,herb,NA,4,4,-7.7541649999999995,33.441675000000004
Micromeria biflora,Lamiaceae,Micromeria,Lamiales,herb,NA,4,4,-3.0827750000000003,36.462975
Mikania microptera,Asteraceae,Mikania,Asterales,herb,climber,4,4,-4.0651375000000005,30.387075
Millettia angustidentata,Fabaceae,Millettia,Fabales,liana,NA,4,4,-5.6590275000000005,29.907575
Millettia impressa,Fabaceae,Millettia,Fabales,liana,NA,4,4,-8.1100725,39.019850000000005
Millettia oblata subsp. teitensis,Fabaceae,Millettia,Fabales,tree,NA,4,4,-4.5338875000000005,38.02765
Mimulopsis alpina,Acanthaceae,Mimulopsis,Lamiales,herb,NA,4,4,-5.554165,37.15415
Mimulopsis arborescens,Acanthaceae,Mimulopsis,Lamiales,shrub,NA,4,4,-7.6041625,37.050025
Momordica charantia,Cucurbitaceae,Momordica,Cucurbitales,vine,climber,4,4,-4.0299949999999995,35.308325
Monotes adenophyllus subsp. adenophyllus,Dipterocarpaceae,Monotes,Malvales,tree,NA,4,4,-8.8416625,33.3208
Morella kandtiana,Myricaceae,Morella,Fagales,shrub,NA,4,4,-6.8433325,34.129599999999996
Mucuna gigantea subsp. quadrialata,Fabaceae,Mucuna,Fabales,liana,NA,4,4,-6.232705,38.84255
Mucuna poggei var. pesa,Fabaceae,Mucuna,Fabales,liana,climber,4,4,-8.2807475,36.946225
Mucuna pruriens var. pruriens,Fabaceae,Mucuna,Fabales,liana,NA,4,4,-6.8842324999999995,36.187174999999996
Myrianthus arboreus,Urticaceae,Myrianthus,Rosales,tree,NA,4,4,-5.707635,35.667175
Mystacidium tanganyikense,Orchidaceae,Mystacidium,Asparagales,epiphyte,NA,4,4,-5.759165,36.271649999999994
Neohemsleya usambarensis,Sapotaceae,Neohemsleya,Ericales,tree,NA,4,4,-4.52833,38.291675
Neonotonia wightii subsp. petitiana,Fabaceae,Neonotonia,Fabales,vine,herb,4,4,-3.504235,36.2956
Nesaea aspera,Lythraceae,Nesaea,Myrtales,herb,NA,4,4,-5.9958325,32.34085
Newtonia erlangeri,Fabaceae,Newtonia,Fabales,tree,NA,4,4,-5.887499999999999,38.35835
Nothovernonia purpurea,Asteraceae,Nothovernonia,Asterales,herb,NA,4,4,-3.9611099999999997,33.967375
Ochna afzelii,Ochnaceae,Ochna,Malpighiales,tree,NA,4,4,-6.80736,34.89325
Ochna confusa,Ochnaceae,Ochna,Malpighiales,shrublet,NA,4,4,-8.5375,34.1667
Ochna cyanophylla,Ochnaceae,Ochna,Malpighiales,tree,NA,4,4,-8.531735,33.980275
Ocimum albostellatum,Lamiaceae,Ocimum,Lamiales,shrub,NA,4,4,-4.920484999999999,33.06485
Ocimum angustifolium,Lamiaceae,Ocimum,Lamiales,shrub,NA,4,4,-6.32,31.361674999999998
Ocimum fimbriatum,Lamiaceae,Ocimum,Lamiales,herb,NA,4,4,-6.91202,31.62825
Ocimum fimbriatum var. angustilanceolatum,Lamiaceae,Ocimum,Lamiales,herb,NA,4,4,-6.375,30.8175
Ocimum fimbriatum var. fimbriatum,Lamiaceae,Ocimum,Lamiales,herb,NA,4,4,-8.4233325,32.735
Ocimum grandiflorum subsp. densiflorum,Lamiaceae,Ocimum,Lamiales,shrub,NA,4,4,-3.6425,35.307500000000005
Oldenlandia aegialodes,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-8.2708325,39.790825
Oldenlandia corymbosa,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-7.44243,36.6327
Oldenlandia corymbosa var. caespitosa,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-7.2057625000000005,36.605850000000004
Oldenlandia fastigiata var. somala,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-2.6958325,35.704175
Oldenlandia monanthos,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-3.1720099999999998,36.54125
Oldenlandia nematocaulis var. pedicellata,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-5.1925,31.1825
Oldenlandia rosulata,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-8.516665,33.675
Oldenlandia rosulata var. parviflora,Rubiaceae,Oldenlandia,Gentianales,herb,NA,4,4,-9.354165,34.425
Oldfieldia dactylophylla,Picrodendraceae,Oldfieldia,Malpighiales,tree,NA,4,4,-5.77576,31.891925
Olea capensis subsp. hochstetteri,Oleaceae,Olea,Lamiales,tree,NA,4,4,-2.7927075,36.4698
Olea europaea subsp. cuspidata,Oleaceae,Olea,Lamiales,tree,NA,4,4,-3.50951,36.957475
Oliverella hildebrandtii,Loranthaceae,Oliverella,Santalales,parasitic,NA,4,4,-7.0620775,38.79535
Oncella schliebeniana,Loranthaceae,Oncella,Santalales,parasitic,NA,4,4,-10.295825,39.375
Oncoba fragrans,Salicaceae,Oncoba,Malpighiales,tree,NA,4,4,-8.6875,33.024975
Ophioglossum reticulatum,Ophioglossaceae,Ophioglossum,Ophioglossales,herb,NA,4,4,-9.1374975,34.591675
Ophrestia digitata,Fabaceae,Ophrestia,Fabales,herb,NA,4,4,-8.5249975,35.304175
Ophrestia hedysaroides,Fabaceae,Ophrestia,Fabales,shrub,herb,4,4,-5.666735,35.374575
Ormocarpum schliebenii,Fabaceae,Ormocarpum,Fabales,shrub,NA,4,4,-10.054175,39.766675
Ormocarpum sennoides,Fabaceae,Ormocarpum,Fabales,shrub,NA,4,4,-7.07958,39.0086
Orthosiphon hanningtonii,Lamiaceae,Orthosiphon,Lamiales,shrub,NA,4,4,-6.9874975,38.612475
Orthosiphon scedastophyllus,Lamiaceae,Orthosiphon,Lamiales,herb,NA,4,4,-9.75,39.332475
Otiophora pycnostachys,Rubiaceae,Otiophora,Gentianales,herb,NA,4,4,-8.425,35.354175
Oxyanthus goetzei subsp. goetzei,Rubiaceae,Oxyanthus,Gentianales,shrub,NA,4,4,-7.7624975,36.558324999999996
Oxyanthus goetzei subsp. keniensis,Rubiaceae,Oxyanthus,Gentianales,shrub,NA,4,4,-5.524095,37.756325000000004
Oxygonum buchananii,Polygonaceae,Oxygonum,Caryophyllales,NA,NA,4,4,-8.466664999999999,34.92085
Pachycarpus spurius,Apocynaceae,Pachycarpus,Gentianales,herb,NA,4,4,-8.816665,32.883325
Palisota mannii,Commelinaceae,Palisota,Commelinales,herb,NA,4,4,-1.0480525,31.595425
Palisota schweinfurthii,Commelinaceae,Palisota,Commelinales,herb,NA,4,4,-5.04611,35.9297
Pandiaka welwitschii,Amaranthaceae,Pandiaka,Caryophyllales,herb,NA,4,4,-4.647595,30.164625
Panicum comorense,Poaceae,Panicum,Poales,herb,NA,4,4,-7.7740175,35.6986
Panicum dregeanum,Poaceae,Panicum,Poales,herb,NA,4,4,-7.2181225,33.115375
Panicum poioides,Poaceae,Panicum,Poales,herb,NA,4,4,-2.5749975000000003,34.887525
Paramacrolobium coeruleum,Fabaceae,Paramacrolobium,Fabales,tree,NA,4,4,-6.8213175,39.0577
Pavetta amaniensis,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-4.997845,38.6188
Pavetta gardeniifolia,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-5.6405575,35.409125
Pavetta lulandoensis,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-8.6044425,35.620075
Pavetta manyanguensis,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-6.5091675,37.435825
Pavetta richardsiae,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-4.841665,38.325825
Pavetta tendagurensis,Rubiaceae,Pavetta,Gentianales,shrub,NA,4,4,-10.0325,39.490825
Pavonia leptocalyx,Malvaceae,Pavonia,Malvales,herb,NA,4,4,-6.87083,38.96665
Pentas lindenioides,Rubiaceae,Pentas,Gentianales,herb,NA,4,4,-8.9977075,33.789375
Pentas zanzibarica var. zanzibarica,Rubiaceae,Pentas,Gentianales,shrub,NA,4,4,-4.5169425,36.24875
Peperomia abyssinica,Piperaceae,Peperomia,Piperales,epiphyte,herb,4,4,-3.1673549999999997,36.39235
Phacelurus huillensis,Poaceae,Phacelurus,Poales,herb,NA,4,4,-9.7125,34.283325
Phylica emirnensis,Rhamnaceae,Phylica,Rosales,shrub,NA,4,4,-9.143975,34.0398
Pilea goetzei,Urticaceae,Pilea,Rosales,herb,NA,4,4,-7.1016675,37.67345
Pilea usambarensis var. engleri,Urticaceae,Pilea,Rosales,herb,NA,4,4,-3.9888875,37.780699999999996
Pimpinella rigidistyla,Apiaceae,Pimpinella,Apiales,herb,NA,4,4,-9.5958325,34.1875
Platypterocarpus tanganyikensis,Celastraceae,Platypterocarpus,Celastrales,tree,NA,4,4,-4.5958325,38.245824999999996
Plectranthus esculentus,Lamiaceae,Plectranthus,Lamiales,herb,NA,4,4,-8.5193025,33.800775
Plectranthus kapatensis,Lamiaceae,Plectranthus,Lamiales,herb,NA,4,4,-7.581525,34.900349999999996
Plectranthus lasianthus,Lamiaceae,Plectranthus,Lamiales,herb,NA,4,4,-5.486315,37.311925
Plectranthus platyphyllus,Lamiaceae,Plectranthus,Lamiales,shrub,NA,4,4,-8.09583,33.27915
Plectranthus viphyensis,Lamiaceae,Plectranthus,Lamiales,herb,NA,4,4,-9.13334,33.6708
Plicosepalus curviflorus,Loranthaceae,Plicosepalus,Santalales,parasitic,NA,4,4,-4.9695124999999996,36.43725
Plicosepalus sagittifolius,Loranthaceae,Plicosepalus,Santalales,parasitic,shrub,4,4,-4.7659725,35.568275
Polycarpaea eriantha,Caryophyllaceae,Polycarpaea,Caryophyllales,herb,NA,4,4,-5.35319,33.64895
Polygala abyssinica,Polygalaceae,Polygala,Fabales,herb,NA,4,4,-8.0058975,36.3493
Polygala albida,Polygalaceae,Polygala,Fabales,herb,NA,4,4,-7.6224975,35.0861
Polygala erioptera,Polygalaceae,Polygala,Fabales,herb,NA,4,4,-6.28833,35.985
Polygala exelliana,Polygalaceae,Polygala,Fabales,shrub,NA,4,4,-7.7791625,32.062525
Polygala sparsiflora var. ukirensis,Polygalaceae,Polygala,Fabales,herb,NA,4,4,-6.715,30.861674999999998
Polygonum plebeium,Polygonaceae,Polygonum,Caryophyllales,herb,NA,4,4,-8.1895125,35.885075
Polystachya caespitifica,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-7.18333,37.1125
Polystachya fusiformis,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-8.4374975,35.595825
Polystachya mazumbaiensis,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-4.909165,38.514175
Polystachya modesta,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-9.4589,36.76995
Polystachya porphyrochila,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-6.96333,37.679175
Polystachya praecipitis,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-4.746665,36.550825
Polystachya pudorina,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-4.9125,38.4875
Polystachya villosa,Orchidaceae,Polystachya,Asparagales,epiphyte,NA,4,4,-8.770415,32.872675
Polystichum transvaalense,Polypodiaceae,Polystichum,Polypodiales,herb,NA,4,4,-6.3884,36.04445
Premna tanganyikensis,Lamiaceae,Premna,Lamiales,liana,NA,4,4,-10.25465,39.233475
Pristimera andongensis var. volkensii,Celastraceae,Pristimera,Celastrales,liana,NA,4,4,-6.3995175,38.858875
Protea angolensis var. divaricata,Proteaceae,Protea,Proteales,shrub,NA,4,4,-7.906385,33.68305
Protea madiensis,Proteaceae,Protea,Proteales,shrub,NA,4,4,-8.1833325,35.466675
Pseudoeriosema borianii subsp. borianii,Fabaceae,Pseudoeriosema,Fabales,liana,climber,4,4,-6.7124950000000005,33.745825
Pseudolachnostylis maprouneifolia var. dekindtii,Phyllanthaceae,Pseudolachnostylis,Malpighiales,tree,NA,4,4,-8.841664999999999,34.587475
Pseudoprosopis euryphylla,Fabaceae,Pseudoprosopis,Fabales,shrub,tree,4,4,-6.90833,39.0583
Pseudosabicea arborea,Rubiaceae,Pseudosabicea,Gentianales,shrub,NA,4,4,-6.8975,37.7225
Psilotrichum fallax,Amaranthaceae,Psilotrichum,Caryophyllales,herb,NA,4,4,-5.5208325,38.608325
Psophocarpus scandens,Fabaceae,Psophocarpus,Fabales,vine,herb,4,4,-7.616665,36.954175
Psychotria heterosticta var. plurinervata,Rubiaceae,Psychotria,Gentianales,shrub,NA,4,4,-7.0644100000000005,32.72045
Psychotria pumila var. buzica,Rubiaceae,Psychotria,Gentianales,shrub,NA,4,4,-9.108325,37.09165
Psychotria pumila var. leuconeura,Rubiaceae,Psychotria,Gentianales,shrub,NA,4,4,-8.330685,34.745475
Psychotria tanganyicensis subsp. longipes,Rubiaceae,Psychotria,Gentianales,shrub,NA,4,4,-7.8325,36.9875
Psydrax schimperiana,Rubiaceae,Psydrax,Gentianales,shrub,NA,4,4,-3.44229,36.897
Pteris atrovirens,Pteridaceae,Pteris,Polypodiales,herb,NA,4,4,-5.3859,36.4536
Pteris quadriaurita,Pteridaceae,Pteris,Polypodiales,herb,NA,4,4,-9.0997175,34.09225
Pteris vittata,Pteridaceae,Pteris,Polypodiales,herb,NA,4,4,-7.492705,36.136525
Pupalia lappacea var. velutina,Amaranthaceae,Pupalia,Caryophyllales,herb,NA,4,4,-3.713195,35.40715
Ranunculus raeae,Ranunculaceae,Ranunculus,Ranunculales,herb,NA,4,4,-9.2875,34.641675
Reissantia indica var. orientalis,Celastraceae,Reissantia,Celastrales,liana,NA,4,4,-8.76848,36.587149999999994
Reissantia parviflora,Celastraceae,Reissantia,Celastrales,shrub,NA,4,4,-4.923885,34.60575
Rhynchosia goetzei var. goetzei,Fabaceae,Rhynchosia,Fabales,liana,liana,4,4,-7.5408275,34.43915
Rhynchosia holtzii,Fabaceae,Rhynchosia,Fabales,vine,NA,4,4,-6.87159,39.060525
Rhynchosia luteola var. luteola,Fabaceae,Rhynchosia,Fabales,liana,herb,4,4,-8.17305,37.112725
Rhynchosia pseudoviscosa,Fabaceae,Rhynchosia,Fabales,herb,NA,4,4,-5.754165,35.199375
Rhynchospora candida,Cyperaceae,Rhynchospora,Poales,herb,NA,4,4,-6.690832500000001,37.775
